# Copied from parent region
region,supplysector,tranSubsector,stub.technology,year,minicam.non.energy.input,input.cost,sce
Rest of Thailand,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2020,non-energy,0.1591,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2020,non-energy,0.1591,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2025,non-energy,0.1638,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2025,non-energy,0.1638,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2025,non-energy,0.1638,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2025,non-energy,0.1638,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2030,non-energy,0.1683,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2030,non-energy,0.1683,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2030,non-energy,0.1683,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2030,non-energy,0.1683,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2035,non-energy,0.1694,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2035,non-energy,0.1694,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2035,non-energy,0.1694,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2035,non-energy,0.1694,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2040,non-energy,0.173,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2040,non-energy,0.173,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2040,non-energy,0.173,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2040,non-energy,0.173,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2045,non-energy,0.1764,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2045,non-energy,0.1764,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2045,non-energy,0.1764,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2045,non-energy,0.1764,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,non-energy,0.1798,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,non-energy,0.1798,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,non-energy,0.1798,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2050,non-energy,0.1798,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,non-energy,0.1796,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,non-energy,0.1796,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,non-energy,0.1796,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2055,non-energy,0.1796,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,non-energy,0.1795,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,non-energy,0.1795,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,non-energy,0.1795,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2060,non-energy,0.1795,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,non-energy,0.1794,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,non-energy,0.1794,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,non-energy,0.1794,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2065,non-energy,0.1794,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,non-energy,0.1793,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,non-energy,0.1793,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,non-energy,0.1793,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2070,non-energy,0.1793,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,non-energy,0.1791,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,non-energy,0.1791,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,non-energy,0.1791,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2075,non-energy,0.1791,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,non-energy,0.179,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,non-energy,0.179,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,non-energy,0.179,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2080,non-energy,0.179,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,non-energy,0.1789,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,non-energy,0.1789,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,non-energy,0.1789,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2085,non-energy,0.1789,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,non-energy,0.1788,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,non-energy,0.1788,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,non-energy,0.1788,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2090,non-energy,0.1788,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,non-energy,0.1787,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,non-energy,0.1787,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,non-energy,0.1787,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2095,non-energy,0.1787,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,non-energy,0.1787,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,non-energy,0.1787,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,non-energy,0.1787,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Hybrid Liquids,2100,non-energy,0.1787,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,1975,non-energy,0.3614,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,1975,non-energy,0.3614,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,1975,non-energy,0.3614,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,1975,non-energy,0.3614,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,1990,non-energy,0.3614,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,1990,non-energy,0.3614,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,1990,non-energy,0.3614,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,1990,non-energy,0.3614,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2005,non-energy,0.2696,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2005,non-energy,0.2696,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2005,non-energy,0.2696,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2005,non-energy,0.2696,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2010,non-energy,0.2674,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2010,non-energy,0.2674,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2010,non-energy,0.2674,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2010,non-energy,0.2674,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2015,non-energy,0.2653,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2015,non-energy,0.2653,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2015,non-energy,0.2653,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2015,non-energy,0.2653,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2020,non-energy,0.2777,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2020,non-energy,0.2777,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2020,non-energy,0.2777,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2020,non-energy,0.2777,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2025,non-energy,0.2857,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2025,non-energy,0.2857,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2025,non-energy,0.2857,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2025,non-energy,0.2857,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2030,non-energy,0.2935,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2030,non-energy,0.2935,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2030,non-energy,0.2935,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2030,non-energy,0.2935,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2035,non-energy,0.2951,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2035,non-energy,0.2951,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2035,non-energy,0.2951,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2035,non-energy,0.2951,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2040,non-energy,0.3015,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2040,non-energy,0.3015,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2040,non-energy,0.3015,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2040,non-energy,0.3015,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2045,non-energy,0.3073,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2045,non-energy,0.3073,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2045,non-energy,0.3073,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2045,non-energy,0.3073,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2050,non-energy,0.3132,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2050,non-energy,0.3132,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2050,non-energy,0.3132,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2050,non-energy,0.3132,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2055,non-energy,0.313,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2055,non-energy,0.313,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2055,non-energy,0.313,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2055,non-energy,0.313,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2060,non-energy,0.3127,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2060,non-energy,0.3127,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2060,non-energy,0.3127,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2060,non-energy,0.3127,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2065,non-energy,0.3125,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2065,non-energy,0.3125,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2065,non-energy,0.3125,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2065,non-energy,0.3125,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2070,non-energy,0.3123,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2070,non-energy,0.3123,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2070,non-energy,0.3123,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2070,non-energy,0.3123,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2075,non-energy,0.3121,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2075,non-energy,0.3121,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2075,non-energy,0.3121,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2075,non-energy,0.3121,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2080,non-energy,0.3119,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2080,non-energy,0.3119,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2080,non-energy,0.3119,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2080,non-energy,0.3119,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2085,non-energy,0.3116,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2085,non-energy,0.3116,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2085,non-energy,0.3116,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2085,non-energy,0.3116,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2090,non-energy,0.3114,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2090,non-energy,0.3114,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2090,non-energy,0.3114,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2090,non-energy,0.3114,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2095,non-energy,0.3112,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2095,non-energy,0.3112,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2095,non-energy,0.3112,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2095,non-energy,0.3112,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2100,non-energy,0.3112,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2100,non-energy,0.3112,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2100,non-energy,0.3112,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,2100,non-energy,0.3112,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,1975,non-energy,0.0961,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,1975,non-energy,0.0961,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,1975,non-energy,0.0961,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,1975,non-energy,0.0961,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,1990,non-energy,0.0961,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,1990,non-energy,0.0961,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,1990,non-energy,0.0961,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,1990,non-energy,0.0961,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2005,non-energy,0.0714,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2005,non-energy,0.0714,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2005,non-energy,0.0714,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2005,non-energy,0.0714,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2010,non-energy,0.0699,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2010,non-energy,0.0699,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2010,non-energy,0.0699,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2010,non-energy,0.0699,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2015,non-energy,0.0685,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2015,non-energy,0.0685,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2015,non-energy,0.0685,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2015,non-energy,0.0685,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2020,non-energy,0.0709,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2020,non-energy,0.0709,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2020,non-energy,0.0709,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2020,non-energy,0.0709,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2025,non-energy,0.0723,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2025,non-energy,0.0723,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2025,non-energy,0.0723,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2025,non-energy,0.0723,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2030,non-energy,0.0737,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2030,non-energy,0.0737,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2030,non-energy,0.0737,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2030,non-energy,0.0737,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2035,non-energy,0.0736,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2035,non-energy,0.0736,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2035,non-energy,0.0736,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2035,non-energy,0.0736,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2040,non-energy,0.075,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2040,non-energy,0.075,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2040,non-energy,0.075,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2040,non-energy,0.075,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2045,non-energy,0.0764,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2045,non-energy,0.0764,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2045,non-energy,0.0764,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2045,non-energy,0.0764,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2050,non-energy,0.0777,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2050,non-energy,0.0777,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2050,non-energy,0.0777,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2050,non-energy,0.0777,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2055,non-energy,0.0776,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2055,non-energy,0.0776,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2055,non-energy,0.0776,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2055,non-energy,0.0776,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2060,non-energy,0.0775,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2060,non-energy,0.0775,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2060,non-energy,0.0775,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2060,non-energy,0.0775,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2065,non-energy,0.0774,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2065,non-energy,0.0774,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2065,non-energy,0.0774,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2065,non-energy,0.0774,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2070,non-energy,0.0773,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2070,non-energy,0.0773,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2070,non-energy,0.0773,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2070,non-energy,0.0773,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2075,non-energy,0.0773,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2075,non-energy,0.0773,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2075,non-energy,0.0773,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2075,non-energy,0.0773,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2080,non-energy,0.0772,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2080,non-energy,0.0772,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2080,non-energy,0.0772,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2080,non-energy,0.0772,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2085,non-energy,0.0771,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2085,non-energy,0.0771,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2085,non-energy,0.0771,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2085,non-energy,0.0771,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2090,non-energy,0.077,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2090,non-energy,0.077,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2090,non-energy,0.077,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2090,non-energy,0.077,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2095,non-energy,0.0769,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2095,non-energy,0.0769,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2095,non-energy,0.0769,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2095,non-energy,0.0769,CORE
Bangkok,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2100,non-energy,0.0769,CORE
Nonthaburi,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2100,non-energy,0.0769,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2100,non-energy,0.0769,CORE
SamutPrakan,trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,2100,non-energy,0.0769,CORE
Bangkok,trn_freight,Freight Rail,Liquids,1975,non-energy,9.2854,CORE
Nonthaburi,trn_freight,Freight Rail,Liquids,1975,non-energy,9.2854,CORE
Rest of Thailand,trn_freight,Freight Rail,Liquids,1975,non-energy,9.2854,CORE
SamutPrakan,trn_freight,Freight Rail,Liquids,1975,non-energy,9.2854,CORE
Bangkok,trn_freight,Freight Rail,Liquids,1990,non-energy,9.2854,CORE
Nonthaburi,trn_freight,Freight Rail,Liquids,1990,non-energy,9.2854,CORE
Rest of Thailand,trn_freight,Freight Rail,Liquids,1990,non-energy,9.2854,CORE
SamutPrakan,trn_freight,Freight Rail,Liquids,1990,non-energy,9.2854,CORE
Bangkok,trn_freight,Freight Rail,Liquids,2005,non-energy,9.2854,CORE
